f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.3516429,-0.16916046,-0.09804117,0.62498796,-0.59136856,-0.115591444,0.6895992,-1.0005257,-0.13520074,0.74914783,-1.3219844,-0.14250189,0.4920033,-0.9413122,-0.018053563,0.54270244,-1.2092155,-0.1633684,0.45074818,-0.91719,-0.2416996,0.3789021,-0.63476586,-0.2569636,0.25901788,-0.9657548,-0.015080863,0.31187987,-1.2216419,-0.17408568,0.23641609,-0.8545554,-0.21050334,0.1929844,-0.5382071,-0.18458584,0.037252285,-0.9569005,-0.038588237,0.0810927,-1.1603637,-0.2073663,0.03583828,-0.77136534,-0.17484424,0.017523447,-0.47531447,-0.09377661,-0.18566002,-0.91768754,-0.0681527,-0.12420662,-1.1556509,-0.17558001,-0.13313405,-0.86925954,-0.12862691,-0.14200716,-0.6350163,-0.053780038,A
0.0,0.0,0.0,0.354582,-0.17909043,-0.09335017,0.63025194,-0.5940477,-0.10952805,0.6967525,-0.9910901,-0.12957147,0.73810554,-1.3116168,-0.1379839,0.4907237,-0.939244,-0.020262942,0.54238254,-1.2028862,-0.16709873,0.4529029,-0.91135657,-0.24854887,0.3789299,-0.62916,-0.26535195,0.25737363,-0.96611565,-0.01947882,0.31266356,-1.2122542,-0.18013175,0.23885815,-0.84236276,-0.21856995,0.19231626,-0.5256686,-0.19389476,0.035892,-0.95766073,-0.044523105,0.0847596,-1.1556841,-0.20748778,0.04355097,-0.77707905,-0.17834052,0.02156638,-0.4817123,-0.10088377,-0.18493916,-0.9170183,-0.07592993,-0.12557001,-1.1494125,-0.17390713,-0.12257685,-0.89124024,-0.12928788,-0.12700619,-0.66764534,-0.058001634,A
0.0,0.0,0.0,0.3555547,-0.1688429,-0.09829802,0.638688,-0.59322083,-0.11759469,0.70369375,-1.0065416,-0.1383137,0.73778903,-1.336792,-0.14673455,0.48586673,-0.9414943,-0.028992955,0.55211675,-1.2397233,-0.17707711,0.4647892,-0.94401217,-0.26029333,0.3903178,-0.6599785,-0.27939528,0.2521148,-0.9673511,-0.025885325,0.3153623,-1.2382401,-0.18323767,0.24882,-0.86381453,-0.21971886,0.20489727,-0.5516253,-0.19698714,0.029865677,-0.9612933,-0.048773225,0.08574723,-1.1784736,-0.20755745,0.05482078,-0.7918359,-0.1694415,0.035468493,-0.50262636,-0.09017827,-0.1962143,-0.92404616,-0.07866626,-0.11765351,-1.1689465,-0.17358473,-0.11525345,-0.88365906,-0.120184176,-0.12630993,-0.65393686,-0.045603108,A
0.0,0.0,0.0,0.3475883,-0.19007301,-0.089630716,0.62733597,-0.5906947,-0.10930612,0.6892697,-1.0015906,-0.13414828,0.72937435,-1.3330204,-0.14864552,0.48690677,-0.94150597,-0.0024770945,0.5469783,-1.2339109,-0.14646304,0.46272644,-0.9463327,-0.23622774,0.38884473,-0.6676888,-0.26122168,0.2637688,-0.96458185,-0.0028114754,0.32643738,-1.2308972,-0.15751953,0.26278988,-0.87897253,-0.20620032,0.2121949,-0.57235426,-0.19275467,0.050242715,-0.9579552,-0.02848894,0.110652596,-1.182452,-0.1852016,0.07796168,-0.8085668,-0.15587516,0.049787078,-0.51736796,-0.08274044,-0.1735399,-0.9225761,-0.060464986,-0.08894848,-1.1639503,-0.15732051,-0.09166521,-0.8794673,-0.10831903,-0.11062041,-0.6477406,-0.035639226,A
0.0,0.0,0.0,0.35424575,-0.18996747,-0.09199653,0.6320276,-0.5905735,-0.11227786,0.6988532,-1.0069712,-0.13751644,0.74400043,-1.3409017,-0.15071534,0.4972834,-0.9322619,-0.005205097,0.56222284,-1.2392696,-0.14464241,0.47833425,-0.95557964,-0.22609913,0.4055727,-0.68933094,-0.24692196,0.27996507,-0.96000266,-0.003786112,0.3473001,-1.2327373,-0.15240675,0.27587384,-0.8726723,-0.1945659,0.21957996,-0.5786128,-0.17900664,0.07124721,-0.95814455,-0.027824052,0.14134225,-1.2046572,-0.1784904,0.097909525,-0.829823,-0.14259233,0.060224697,-0.5446254,-0.06748696,-0.14594956,-0.9266308,-0.059004907,-0.060621284,-1.17719,-0.15088873,-0.06574989,-0.9093512,-0.10098746,-0.08710366,-0.6904073,-0.02971311,A
0.0,0.0,0.0,0.35961238,-0.19231193,-0.090491496,0.63681066,-0.5852532,-0.11202783,0.7082291,-1.0062364,-0.13808265,0.76378536,-1.3376944,-0.15198208,0.5085992,-0.92747897,-0.008093454,0.564227,-1.2373316,-0.14771412,0.48753768,-0.95077544,-0.22584215,0.42120448,-0.68476987,-0.24457198,0.28944975,-0.9571546,-0.0086042015,0.3470437,-1.2464365,-0.16067071,0.2798351,-0.87731564,-0.20195697,0.22755502,-0.5827382,-0.18462823,0.07788904,-0.9557882,-0.03365484,0.13180815,-1.206587,-0.18955791,0.08994194,-0.82580304,-0.15358546,0.055528305,-0.54341304,-0.07637716,-0.14055827,-0.9225013,-0.06502748,-0.07045678,-1.1785496,-0.16074504,-0.07132032,-0.9062172,-0.110940404,-0.08789277,-0.6845289,-0.038476445,A
0.0,0.0,0.0,0.3608303,-0.20654759,-0.083048925,0.6197969,-0.597158,-0.10469309,0.6790083,-0.9962666,-0.13521013,0.73709786,-1.3117921,-0.15405925,0.49208853,-0.93324655,0.004287452,0.5538859,-1.2249225,-0.14478816,0.4709227,-0.9508888,-0.23339373,0.39727587,-0.6828083,-0.2572674,0.27577254,-0.9612195,-0.002563606,0.3419728,-1.2358874,-0.16274706,0.2670769,-0.8839493,-0.20947814,0.21389455,-0.5857978,-0.19369648,0.06791268,-0.9596617,-0.035278823,0.12981293,-1.1903756,-0.19623259,0.08440059,-0.82132494,-0.16335262,0.05434261,-0.5370232,-0.08616173,-0.14811714,-0.9270494,-0.074664675,-0.073022425,-1.1699809,-0.16994852,-0.07419066,-0.9014759,-0.11982187,-0.08450848,-0.6796443,-0.046774596,A
0.0,0.0,0.0,0.3562712,-0.2043976,-0.088844515,0.6096521,-0.5902819,-0.1104881,0.6681405,-0.9768755,-0.14111078,0.72725415,-1.2906733,-0.15918706,0.4763163,-0.9381243,0.014301476,0.542039,-1.2219009,-0.13726465,0.46782702,-0.95445275,-0.22953954,0.3949372,-0.68469334,-0.2535265,0.26544085,-0.96406585,0.010875874,0.33785152,-1.2279191,-0.15216991,0.26358724,-0.8743876,-0.20082359,0.2092837,-0.56940657,-0.18252364,0.060976863,-0.9618508,-0.020649089,0.12966865,-1.1754379,-0.18224816,0.07867927,-0.8167962,-0.15427323,0.043867663,-0.534838,-0.07676902,-0.1499196,-0.9311178,-0.059616137,-0.07021153,-1.1641608,-0.15067184,-0.07541264,-0.9164515,-0.10200125,-0.09207426,-0.7050823,-0.028631963,A
0.0,0.0,0.0,0.35408968,-0.2067853,-0.093882576,0.6083653,-0.5902231,-0.11848748,0.66886467,-0.96321344,-0.15263991,0.72141796,-1.2785454,-0.17288873,0.4753199,-0.9414579,0.011289923,0.53884107,-1.224216,-0.14438125,0.46304375,-0.9413112,-0.23957638,0.38942534,-0.66316086,-0.26412633,0.26151258,-0.96517056,0.0075408625,0.33376706,-1.2354001,-0.1586713,0.2611615,-0.8818402,-0.20966095,0.2064134,-0.5757709,-0.19182311,0.05490866,-0.9617584,-0.025329314,0.12451047,-1.1714839,-0.18966442,0.073216565,-0.81081134,-0.16384885,0.03656293,-0.5304595,-0.08641788,-0.15569703,-0.93202734,-0.066390574,-0.07290346,-1.1776539,-0.15561602,-0.08175991,-0.9437467,-0.105753034,-0.10369043,-0.7392071,-0.031756025,A
0.0,0.0,0.0,0.3514006,-0.20285594,-0.0918248,0.6074844,-0.5890592,-0.115086555,0.6709857,-0.9596934,-0.14611629,0.72273195,-1.2725811,-0.16291633,0.48195255,-0.9350979,0.008146998,0.5452473,-1.2146143,-0.14348073,0.4653167,-0.9335255,-0.23380084,0.39227378,-0.6640294,-0.25554562,0.2689093,-0.9631506,0.0053530075,0.34245098,-1.2307645,-0.15642576,0.26123527,-0.8736542,-0.20209242,0.20636821,-0.5725707,-0.18018842,0.06412473,-0.9626904,-0.025552114,0.13093172,-1.1658634,-0.18518181,0.0739115,-0.8064747,-0.15683194,0.04021637,-0.5320361,-0.07802247,-0.14276218,-0.93267334,-0.064146295,-0.06338554,-1.1676662,-0.15077059,-0.07225411,-0.92583644,-0.099731535,-0.08747164,-0.71938205,-0.02445849,A
0.0,0.0,0.0,0.35464117,-0.19963066,-0.089270145,0.61645967,-0.586643,-0.110077955,0.6772144,-0.96604925,-0.13802022,0.72432697,-1.2828279,-0.15220185,0.48204574,-0.93633765,0.0074812938,0.54233843,-1.2195884,-0.14072682,0.46890217,-0.93710953,-0.22849998,0.40384313,-0.6703359,-0.2500084,0.26506117,-0.9642215,0.0044097877,0.3354088,-1.2379161,-0.1505289,0.26570016,-0.88500065,-0.19411963,0.22052754,-0.59072703,-0.1745599,0.05740968,-0.96240926,-0.02588846,0.11970264,-1.1759706,-0.18358512,0.071750835,-0.81038785,-0.15240082,0.044534072,-0.5362302,-0.07469818,-0.15421057,-0.929458,-0.06340492,-0.07998216,-1.163445,-0.15423755,-0.086104944,-0.89990264,-0.102946036,-0.09660795,-0.68342805,-0.028251916,A
0.0,0.0,0.0,0.35047108,-0.183993,-0.08894532,0.6173485,-0.5740614,-0.10820896,0.68090606,-0.95412683,-0.13355373,0.72790694,-1.2674791,-0.14543708,0.48661643,-0.9325126,0.006786913,0.5460153,-1.2109343,-0.13690543,0.4692448,-0.92603475,-0.22126178,0.4057529,-0.6551615,-0.24083342,0.2680912,-0.96337867,0.0053542797,0.3346128,-1.2316015,-0.14610414,0.2633634,-0.878029,-0.1883349,0.21879557,-0.5793767,-0.16785786,0.058081165,-0.96253854,-0.022588799,0.115732156,-1.1703275,-0.17741027,0.06773001,-0.80112594,-0.14714521,0.041283306,-0.52323496,-0.07058187,-0.15390596,-0.9313012,-0.057265405,-0.079856284,-1.1558584,-0.14703612,-0.08829127,-0.88734394,-0.096520126,-0.10032476,-0.67016625,-0.022341935,A
0.0,0.0,0.0,0.36120692,-0.20324543,-0.07966202,0.6445063,-0.5770473,-0.10041954,0.70823145,-0.96006256,-0.130432,0.74511975,-1.2800285,-0.14836314,0.5084963,-0.93006295,0.0019132592,0.55902904,-1.2486259,-0.14486015,0.49377134,-0.9723375,-0.22856979,0.43978375,-0.70079815,-0.24807829,0.28112036,-0.9596433,-0.0074908813,0.34357184,-1.2647692,-0.1644669,0.27899438,-0.894714,-0.2069993,0.23419331,-0.5914069,-0.18772131,0.06431898,-0.96471524,-0.04159907,0.117400266,-1.214164,-0.20105606,0.073093474,-0.82731766,-0.16370568,0.04575087,-0.54210025,-0.08281254,-0.16014111,-0.9415747,-0.08160382,-0.09433449,-1.1985927,-0.1738487,-0.09912878,-0.92366755,-0.11724799,-0.11137622,-0.7028638,-0.039257925,A
0.0,0.0,0.0,0.35929295,-0.18564014,-0.08993825,0.65231234,-0.57226914,-0.10957049,0.7346942,-0.9691827,-0.13437802,0.77726734,-1.2848297,-0.14797008,0.53056055,-0.9269717,-0.014405591,0.5702223,-1.2567376,-0.15710011,0.5086885,-0.98614246,-0.23670119,0.47113273,-0.7270747,-0.25751263,0.30706042,-0.9515447,-0.01663171,0.35414076,-1.2575352,-0.17218746,0.2936435,-0.8965943,-0.21535933,0.25301793,-0.60603225,-0.20070745,0.093154244,-0.9541077,-0.043054868,0.12990688,-1.222111,-0.2001516,0.09044233,-0.84919804,-0.16082379,0.06322116,-0.57055855,-0.08452536,-0.13494368,-0.93207127,-0.07613079,-0.079657,-1.1833923,-0.17467257,-0.08660312,-0.9070859,-0.124586284,-0.099981144,-0.6924486,-0.05296762,A
0.0,0.0,0.0,0.34277034,-0.18657394,-0.098550364,0.6110895,-0.60661125,-0.12028614,0.68354315,-1.0095261,-0.1426279,0.7148435,-1.3290436,-0.15017386,0.46171674,-0.954071,-0.031010054,0.5156472,-1.2486576,-0.17740168,0.46816853,-0.92892116,-0.2553458,0.42461643,-0.6632078,-0.27606073,0.24670093,-0.96858096,-0.031455275,0.28712553,-1.2468225,-0.195325,0.26782382,-0.850199,-0.23663703,0.24371606,-0.5700146,-0.22223422,0.035958804,-0.94908774,-0.05608063,0.06221453,-1.1955073,-0.22249565,0.07485633,-0.80214316,-0.17901401,0.06756709,-0.537664,-0.10142175,-0.19129077,-0.9002087,-0.087675,-0.14113934,-1.1281859,-0.2008551,-0.11571666,-0.828292,-0.15333432,-0.11544818,-0.6134381,-0.083009735,A
0.0,0.0,0.0,0.35361072,-0.18616416,-0.09645309,0.610564,-0.61109436,-0.109285966,0.64400494,-1.0256737,-0.12257978,0.69003963,-1.3348379,-0.121928476,0.41956607,-0.97925067,-0.0099586835,0.47913402,-1.2619684,-0.13708702,0.4483869,-0.9465866,-0.20374013,0.4151507,-0.66718936,-0.21832897,0.202804,-0.97921103,-0.0040358873,0.2565027,-1.2441195,-0.14894484,0.24620631,-0.864889,-0.18960106,0.22218893,-0.56752694,-0.17598458,-0.003621739,-0.9521565,-0.022170486,0.03592258,-1.1791853,-0.17598525,0.047603805,-0.80126506,-0.1450491,0.035358146,-0.52152693,-0.076358035,-0.22448567,-0.89697355,-0.046500947,-0.16920325,-1.1194706,-0.15644637,-0.14073819,-0.82282335,-0.11926566,-0.140204,-0.59509987,-0.05584477,A
0.0,0.0,0.0,0.37105814,-0.19065706,-0.1104196,0.6423395,-0.61874014,-0.12854093,0.66622967,-1.0615108,-0.14429319,0.69605106,-1.3979682,-0.14632888,0.43179762,-0.9852106,-0.02581244,0.48102352,-1.2990595,-0.16242974,0.45897534,-0.9672742,-0.23031926,0.42850086,-0.67193717,-0.24195358,0.20645279,-0.978379,-0.012316901,0.24771388,-1.2730876,-0.167713,0.23175259,-0.86597425,-0.20847414,0.20638931,-0.5501913,-0.19144931,-0.010306119,-0.9426505,-0.02397332,0.022118896,-1.2012905,-0.18800008,0.02830502,-0.8020313,-0.1527698,0.016129468,-0.5076963,-0.077145666,-0.24641877,-0.87995476,-0.042102862,-0.20224138,-1.1379397,-0.15291202,-0.17286146,-0.8409585,-0.109392144,-0.16956611,-0.60674393,-0.040296886,A
0.0,0.0,0.0,0.3783424,-0.1617541,-0.09846718,0.649591,-0.6247821,-0.10425712,0.6699783,-1.0719111,-0.109247915,0.6945797,-1.3894116,-0.1029431,0.4386236,-0.9855563,-0.011231365,0.4974257,-1.2926387,-0.14162776,0.4684816,-0.9732647,-0.21465413,0.4279551,-0.67185336,-0.23096162,0.20956814,-0.97779334,0.0011842396,0.25773147,-1.2616388,-0.15011422,0.24368362,-0.867189,-0.19600399,0.21433847,-0.54778963,-0.18294321,-0.008185142,-0.93969125,-0.01010455,0.031354845,-1.1916682,-0.16713911,0.040292963,-0.79467285,-0.13591178,0.023276765,-0.49746463,-0.06621218,-0.24454518,-0.8783308,-0.027153794,-0.1918618,-1.1135197,-0.13559875,-0.16713242,-0.8045421,-0.09555412,-0.16804245,-0.56915194,-0.03131548,A
0.0,0.0,0.0,0.3659171,-0.17935188,-0.11382493,0.6453102,-0.63955206,-0.1342184,0.6647264,-1.0967396,-0.14696988,0.6954619,-1.4383322,-0.14363736,0.4194778,-0.9991117,-0.055683993,0.45660296,-1.3517588,-0.18667865,0.4376914,-1.0210131,-0.24442823,0.4230532,-0.7119252,-0.25101918,0.18694271,-0.9815555,-0.04001314,0.2171388,-1.3106126,-0.19254145,0.21080329,-0.89858335,-0.2291111,0.1965834,-0.5770219,-0.21017796,-0.032202452,-0.9372589,-0.046246108,-0.011564863,-1.2184945,-0.20875013,0.009949289,-0.80621755,-0.16739887,0.0109274,-0.5094732,-0.089892685,-0.26501265,-0.86571664,-0.058255106,-0.22416621,-1.1320038,-0.17537601,-0.18920358,-0.8121498,-0.130727,-0.18008214,-0.5692926,-0.06054327,A
0.0,0.0,0.0,0.35233134,-0.23779191,-0.0937665,0.61044985,-0.6734734,-0.1090239,0.62105095,-1.0726783,-0.12297241,0.6471487,-1.3863719,-0.12515028,0.4087721,-0.99032193,-0.030707872,0.43301335,-1.2780184,-0.1605773,0.39770234,-0.96673816,-0.22385526,0.3755715,-0.6782132,-0.23245199,0.18533765,-0.9823613,-0.024825122,0.20898317,-1.2525008,-0.17497425,0.18512374,-0.87144804,-0.21067657,0.16995439,-0.55622524,-0.18747061,-0.024990318,-0.9422818,-0.040621914,-0.016811738,-1.1608241,-0.19873044,-0.007816409,-0.7718938,-0.16632621,0.00064747094,-0.4810999,-0.09060614,-0.24448915,-0.8723597,-0.060950287,-0.21406522,-1.1096216,-0.16592766,-0.18150838,-0.8178054,-0.120030634,-0.16723359,-0.58559805,-0.047495946,A
0.0,0.0,0.0,0.37467504,-0.24968992,-0.09161071,0.6299841,-0.6887903,-0.11096816,0.6344717,-1.1091737,-0.13161416,0.65619016,-1.441217,-0.13866267,0.41002104,-0.99669904,-0.030640407,0.4262018,-1.3585263,-0.17522152,0.41329825,-1.0179297,-0.2465145,0.40104997,-0.71158236,-0.2564361,0.17825854,-0.9835981,-0.027541593,0.18676159,-1.3066854,-0.18299755,0.1819549,-0.8915398,-0.21740352,0.17744468,-0.58111787,-0.19462493,-0.042374283,-0.93944126,-0.047535855,-0.037950184,-1.2134997,-0.20860873,-0.023229396,-0.8033268,-0.1641364,-0.011967467,-0.5153724,-0.08111526,-0.27250907,-0.86686397,-0.07240562,-0.24956031,-1.1512035,-0.17202413,-0.21395394,-0.8498107,-0.11478363,-0.19774851,-0.6113249,-0.03618345,A
0.0,0.0,0.0,0.36460117,-0.22063626,-0.108016334,0.6215252,-0.6748609,-0.1288802,0.63069826,-1.1095934,-0.1456097,0.6492549,-1.4431381,-0.14927574,0.42501792,-0.995103,-0.046245858,0.42055166,-1.3292931,-0.19542895,0.396611,-1.0022272,-0.27143738,0.3899982,-0.68877375,-0.28509855,0.19161537,-0.98091954,-0.03286858,0.17726266,-1.2816381,-0.20089936,0.17341101,-0.8867866,-0.2427792,0.1744094,-0.5647135,-0.22270763,-0.02571934,-0.9379552,-0.04352487,-0.0493089,-1.183231,-0.21522619,-0.020475913,-0.79065484,-0.18234742,0.0043690726,-0.5000983,-0.10555191,-0.249624,-0.86968887,-0.060006704,-0.24829306,-1.1196822,-0.17539662,-0.20690656,-0.81601554,-0.1339446,-0.17763051,-0.57867265,-0.06401259,A
0.0,0.0,0.0,0.3627921,-0.20136425,-0.12280993,0.6201916,-0.66903335,-0.14691375,0.61836994,-1.1187066,-0.16217302,0.6351162,-1.4541603,-0.16153869,0.42247677,-0.9974282,-0.064190604,0.41652095,-1.3297575,-0.22340971,0.38497534,-0.9875232,-0.29828867,0.37256357,-0.6680017,-0.30752206,0.18373322,-0.9819884,-0.044058092,0.17317496,-1.2946914,-0.22859162,0.16214025,-0.8768793,-0.2686374,0.16284756,-0.5437406,-0.24016322,-0.035503358,-0.9408113,-0.04909846,-0.058997914,-1.1832211,-0.23688546,-0.03825213,-0.7698062,-0.20062314,-0.014437123,-0.4758869,-0.1144395,-0.26120773,-0.87743914,-0.060455643,-0.25813314,-1.1262407,-0.18347274,-0.22498669,-0.8105737,-0.13962874,-0.19892196,-0.5740715,-0.06452766,A
0.0,0.0,0.0,0.36083317,-0.1960644,-0.11062794,0.60997206,-0.65873635,-0.12936056,0.6098385,-1.0992275,-0.14282991,0.62525547,-1.4257686,-0.14373948,0.42392272,-1.0004743,-0.044491615,0.41273487,-1.3160416,-0.19661815,0.3760421,-0.9868002,-0.27584642,0.3625499,-0.6672361,-0.29047427,0.18526156,-0.98223674,-0.02981902,0.17247409,-1.2764745,-0.20258576,0.15865351,-0.8744748,-0.24545233,0.16022448,-0.54456705,-0.22250962,-0.03336048,-0.93603796,-0.03961904,-0.05476363,-1.1674877,-0.21806772,-0.03666345,-0.76262826,-0.18433014,-0.014313541,-0.47028,-0.10346821,-0.25794843,-0.8616297,-0.054978766,-0.2554485,-1.1049575,-0.17324038,-0.2240075,-0.7918751,-0.12838903,-0.19844714,-0.5566553,-0.0543634,A
0.0,0.0,0.0,0.35697514,-0.21447274,-0.09872364,0.605181,-0.67037773,-0.11119749,0.60527647,-1.0971503,-0.12176726,0.6177249,-1.4256927,-0.12037203,0.4208591,-0.999321,-0.024024392,0.40868977,-1.3237435,-0.1654281,0.363159,-1.0167679,-0.23777635,0.35089704,-0.7113384,-0.24884064,0.18486959,-0.98266906,-0.013596695,0.17009431,-1.2773167,-0.1730967,0.14743361,-0.8911795,-0.21107973,0.15284444,-0.5706933,-0.1863441,-0.033894863,-0.93901664,-0.027445775,-0.05756851,-1.1690826,-0.19539553,-0.04551391,-0.7716186,-0.16256195,-0.018478705,-0.4824091,-0.08354758,-0.25663778,-0.866442,-0.04624932,-0.24851967,-1.1168144,-0.15495825,-0.2233154,-0.814248,-0.10823865,-0.20013832,-0.5794883,-0.03393584,A
0.0,0.0,0.0,0.35561356,-0.2322958,-0.09293594,0.6066178,-0.6784544,-0.106344156,0.60805494,-1.0998131,-0.1184104,0.61459804,-1.4208348,-0.118015,0.41644284,-0.9988398,-0.027337264,0.40704373,-1.3103501,-0.16606595,0.37620363,-0.99516755,-0.2364217,0.35986245,-0.6997212,-0.24745105,0.1868546,-0.9821867,-0.01986827,0.17258692,-1.2665685,-0.1700033,0.16903305,-0.8883361,-0.20452079,0.17045951,-0.5942871,-0.18312834,-0.028208181,-0.93446475,-0.03542035,-0.050844483,-1.1566409,-0.19192903,-0.025445597,-0.77490693,-0.15339863,-0.0036477917,-0.5130838,-0.077018134,-0.2568829,-0.8572174,-0.05577632,-0.24511312,-1.1042812,-0.15216348,-0.20933379,-0.8069133,-0.098577395,-0.18851504,-0.5873346,-0.023969932,A
0.0,0.0,0.0,0.35877234,-0.19481844,-0.09381196,0.6192145,-0.67212135,-0.105286956,0.6354619,-1.1017336,-0.11328915,0.64028054,-1.4072261,-0.10506711,0.39198336,-1.0095824,-0.037335113,0.4243669,-1.3368486,-0.1714761,0.43372875,-1.0057306,-0.2326692,0.43131763,-0.7469037,-0.24236579,0.16877,-0.9851349,-0.032029245,0.20250759,-1.2885028,-0.18184124,0.22733636,-0.88701874,-0.20973949,0.22131445,-0.6138187,-0.18812771,-0.04228524,-0.93802154,-0.049281254,-0.013231597,-1.2030226,-0.20986082,0.03198357,-0.7960059,-0.15674695,0.037706498,-0.5319343,-0.07520287,-0.27475703,-0.86690015,-0.07196052,-0.21693309,-1.1181788,-0.18291233,-0.1696984,-0.78768265,-0.12983806,-0.16344967,-0.55732065,-0.05704624,A
0.0,0.0,0.0,0.34497142,-0.20815799,-0.103681825,0.6026361,-0.6722214,-0.11834119,0.61625105,-1.081119,-0.12670445,0.6228546,-1.3870268,-0.11738441,0.3821481,-1.0030601,-0.044638835,0.42567185,-1.3084024,-0.17823507,0.42561612,-0.97518915,-0.23497528,0.4187581,-0.7245755,-0.24015318,0.16113566,-0.9863038,-0.03521515,0.1974283,-1.2683744,-0.18200213,0.21992049,-0.869826,-0.20355438,0.22294559,-0.60489637,-0.17644702,-0.04892656,-0.9412026,-0.0496754,-0.01429878,-1.1803421,-0.20419678,0.022362582,-0.78142774,-0.14914016,0.02572399,-0.5295973,-0.066749826,-0.2759363,-0.8675766,-0.07052117,-0.21735623,-1.1044492,-0.17068778,-0.17706111,-0.78378505,-0.11224023,-0.17505142,-0.5652433,-0.036614217,A
0.0,0.0,0.0,0.34168738,-0.20885251,-0.09641484,0.5939328,-0.67073077,-0.109071545,0.6077632,-1.0729957,-0.11829029,0.6057591,-1.3761514,-0.111243494,0.3799421,-1.0031726,-0.03334976,0.420528,-1.305569,-0.1678646,0.41884777,-0.9764542,-0.22731222,0.4113023,-0.7225913,-0.23372166,0.16164662,-0.98645633,-0.027827788,0.19832607,-1.2609825,-0.17402402,0.21796232,-0.86984813,-0.19779323,0.21768492,-0.605482,-0.17198627,-0.04666112,-0.94102395,-0.046269022,-0.014306017,-1.1781466,-0.20125286,0.02341511,-0.78241545,-0.1486374,0.028067432,-0.5282672,-0.06742328,-0.27040857,-0.8659776,-0.07049587,-0.21568027,-1.1028259,-0.17321403,-0.17327361,-0.78153896,-0.116427764,-0.16834308,-0.5595449,-0.041014433,A
0.0,0.0,0.0,0.37145078,-0.18338121,-0.07999847,0.63743263,-0.652086,-0.08113007,0.66586894,-1.0763843,-0.08161857,0.69236195,-1.3774588,-0.06748602,0.45151052,-0.97068685,-0.025282763,0.5018026,-1.286276,-0.1513176,0.46088475,-0.9713694,-0.20409158,0.432166,-0.7098669,-0.20912911,0.22335954,-0.9744909,-0.021863764,0.24786778,-1.2506407,-0.1594072,0.2306332,-0.8597602,-0.17516015,0.22585621,-0.6103307,-0.1475638,0.0042593563,-0.9471033,-0.04048081,0.027668305,-1.1951079,-0.19019422,0.044128094,-0.79828537,-0.13547689,0.051952094,-0.55820686,-0.055883624,-0.2291448,-0.88741446,-0.06284949,-0.18497978,-1.1428121,-0.16264631,-0.15697752,-0.820156,-0.10581163,-0.14564273,-0.603573,-0.032777615,A
0.0,0.0,0.0,0.36348727,-0.14013389,-0.07973321,0.6210302,-0.63267624,-0.07655326,0.6292613,-1.0813572,-0.07068141,0.65481144,-1.3724536,-0.05173597,0.42684656,-0.98776597,-0.042289913,0.48148638,-1.2836832,-0.15359522,0.4605861,-0.9645305,-0.19483812,0.43079513,-0.68659836,-0.19506614,0.19788457,-0.97946227,-0.03867136,0.25105038,-1.2539699,-0.16667779,0.2482586,-0.8603581,-0.18154609,0.22802837,-0.58067054,-0.15604101,-0.020406336,-0.93932027,-0.053543434,0.026184222,-1.1827984,-0.20035155,0.053235136,-0.77740383,-0.1492471,0.04688074,-0.50938237,-0.07353907,-0.25854737,-0.8726383,-0.07107828,-0.18299206,-1.1145805,-0.17558306,-0.14897008,-0.79397047,-0.12401242,-0.15243784,-0.5706208,-0.055980362,A
0.0,0.0,0.0,0.37201712,-0.14767462,-0.077434465,0.6251421,-0.64994144,-0.06897896,0.63278806,-1.1009419,-0.057464425,0.65602154,-1.3955852,-0.032606523,0.42929465,-0.98944116,-0.042595237,0.47530276,-1.2931229,-0.15526256,0.44808432,-0.9681323,-0.19374055,0.42061237,-0.69321704,-0.19113024,0.19922796,-0.9791892,-0.038685553,0.24144328,-1.2648505,-0.17141849,0.23718458,-0.86287874,-0.18388414,0.22281913,-0.58066815,-0.15384735,-0.018518867,-0.9410601,-0.053753234,0.0122441985,-1.1886537,-0.2022954,0.038831264,-0.7832797,-0.15061459,0.038616672,-0.516792,-0.072753556,-0.25658652,-0.8794604,-0.071371175,-0.20254403,-1.1297781,-0.17318912,-0.16797693,-0.8120222,-0.121883124,-0.16460627,-0.58894503,-0.054076564,A
0.0,0.0,0.0,0.35888892,-0.1604225,-0.078412294,0.6015956,-0.6412952,-0.0746612,0.5992302,-1.0780358,-0.070469774,0.61872804,-1.3687482,-0.053251587,0.41641486,-0.9922325,-0.027406165,0.46186802,-1.2857896,-0.13886702,0.43924308,-0.9781582,-0.18152817,0.4160428,-0.69975674,-0.1826269,0.19306678,-0.9808707,-0.024857106,0.2514208,-1.2526255,-0.15339088,0.24114086,-0.8698832,-0.16945803,0.2212056,-0.5897677,-0.14310071,-0.02147078,-0.94055635,-0.042179488,0.03542316,-1.1796902,-0.19084291,0.050846662,-0.780856,-0.14090873,0.039990474,-0.5130336,-0.06376,-0.2573124,-0.87248284,-0.06251319,-0.17101099,-1.1115211,-0.167359,-0.14631659,-0.80317974,-0.1165102,-0.15558535,-0.58947206,-0.04779124,A
